Course Name,Course,Schedule,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
41000 85,41000,85,Business Statistics,Tengyuan,Liang,Winter 2023,64,25,39.1,4.1,3.2,3.6,3.8,3.4,3.3
42001 85,42001,85,Competitive Strategy,Sonia,Marciano,Winter 2023,63,37,58.7,4.4,3.3,3.5,3.6,3.2,3.2
34702 81,34702,81,Private Equity/Venture Capital Lab,Christopher,Mcgowan,Winter 2023,39,32,82.1,19.5,4.8,4.8,4.7,4.6,4.7
34101 01,34101,1,Entrepreneurial Finance and Private Equity,Scott F,Meadow,Winter 2023,65,26,40,7.3,4.3,4.5,4.5,4.3,4.4
34101 85,34101,85,Entrepreneurial Finance and Private Equity,Scott F,Meadow,Winter 2023,64,35,54.7,8.1,4.7,4.7,4.9,4.8,4.9
34502 1,34502,1,Intro to Venture Capital: A Toolkit for Analyzing and Financing Startups,Scott F,Meadow,Winter 2023,15,6,40,2.7,4.2,4.2,4,3.8,4
37200 81,37200,81,New Products and Services,Arthur,Middlebrooks,Winter 2023,51,35,68.6,5.9,4.6,4.7,4.7,4.5,4.5
37201 01,37201,1,Lab in Developing New Products and Services,Arthur,Middlebrooks,Winter 2023,30,14,46.7,7.9,4.8,4.6,4.7,4.5,4.4
37201 81,37201,81,Lab in Developing New Products and Services,Arthur,Middlebrooks,Winter 2023,30,12,40,6.2,4.4,4.3,4.4,4.2,4.3
30130 01,30130,1,Financial Statement Analysis,Michael,Minnis,Winter 2023,58,34,58.6,4.9,4.5,4.7,4.6,4.4,4.4
30130 02,30130,2,Financial Statement Analysis,Michael,Minnis,Winter 2023,61,24,39.3,4.5,4.8,4.8,4.5,4.5,4.6
30130 81,30130,81,Financial Statement Analysis,Michael,Minnis,Winter 2023,53,39,73.6,6.7,4.6,4.7,4.6,4.6,4.6
41917 50,41917,50,Causal Machine Learning,Sanjog,Misra,Winter 2023,13,9,69.2,5.4,4.9,4.9,4.9,4.9,4.9
42121 81,42121,81,Merger & Acquisition Strategy,Stephen,Morrissette,Winter 2023,68,54,79.4,5.6,4.9,4.9,5,4.9,4.9
32200 01,32200,1,Artificial Intelligence,Sendhil,Mullainathan,Winter 2023,64,35,54.7,4.9,4.6,4.7,4.5,4.3,4.4
32200 81,32200,81,Artificial Intelligence,Sendhil,Mullainathan,Winter 2023,65,41,63.1,4.5,4.8,4.8,4.8,4.7,4.8
35150 01,35150,1,Advanced Investments,Stefan,Nagel,Winter 2023,14,6,42.9,8.2,4.2,4.3,3.8,3.8,3.3
35150 81,35150,81,Advanced Investments,Stefan,Nagel,Winter 2023,10,7,70,6.1,4.6,4.7,4.6,4.4,4.4
36330 50,36330,50,New Developments in Public Finance,Pascal,Noel,Winter 2023,17,8,47.1,7.1,4.9,4.6,4.5,4.4,4.4
33350 01,33350,1,Health Economics,Matthew,Notowidigdo,Winter 2023,58,36,62.1,4.4,4.7,4.5,4.5,4.3,4.4
33350 81,33350,81,Health Economics,Matthew,Notowidigdo,Winter 2023,36,22,61.1,4.4,4.7,4.6,4.6,4.5,4.6
38001 03,38001,3,Managing in Organizations,Ed,O'brien,Winter 2023,64,40,62.5,2.8,4.8,4.8,4.5,4.3,4.6
38001 81,38001,81,Managing in Organizations,Ed,O'brien,Winter 2023,65,46,70.8,2.9,4.9,4.9,4.8,4.6,4.8
38901 50,38901,50,Current Topics in Behavioral Science I,Ed,O'brien,Winter 2023,11,8,72.7,6,5,5,4.9,4.9,5
34302 01,34302,1,Entrepreneurship through Acquisition,Brian,O'Connor,Winter 2023,70,32,45.7,4.1,4.8,4.7,4.6,4.4,4.5
33450 01,33450,1,Real Estate Investments I,Joseph,Pagliari Jr.,Winter 2023,54,25,46.3,4.9,3.8,3.1,3.5,3.4,3.1
33450 81,33450,81,Real Estate Investments I,Joseph,Pagliari Jr.,Winter 2023,32,16,50,9.6,3.9,3.9,4,4.1,3.8
33450 85,33450,85,Real Estate Investments I,Joseph,Pagliari Jr.,Winter 2023,48,20,41.7,7.6,3.4,3.4,3.7,3.4,3.1
33050 01,33050,1,Macroeconomics and the Business Environment,Christina,Patterson,Winter 2023,62,32,51.6,3.5,4.3,4.1,4.3,4.1,4
33050 02,33050,2,Macroeconomics and the Business Environment,Christina,Patterson,Winter 2023,63,35,55.6,3.1,4.4,4.3,4.2,4,4.1
33050 81,33050,81,Macroeconomics and the Business Environment,Christina,Patterson,Winter 2023,55,34,61.8,4.1,4.5,4.5,4.6,4.4,4.4
34108 01,34108,1,Innovation Leadership,Lindsey,Pippel Lyman,Winter 2023,39,18,46.2,3.2,4.5,4.3,3.8,3.5,3.7
34108 81,34108,81,Innovation Leadership,Lindsey,Pippel Lyman,Winter 2023,39,28,71.8,3.6,4.7,4.8,4.5,4.4,4.5
38120 01,38120,1,The Study of Behavioral Economics,Devin,Pope,Winter 2023,69,43,62.3,2.3,4.8,4.9,4.6,4.6,4.8
38120 81,38120,81,The Study of Behavioral Economics,Devin,Pope,Winter 2023,70,44,62.9,2.5,4.9,4.9,4.8,4.7,4.8
31401 01,31401,1,Interpersonal Dynamics,Darryl,Pure,Winter 2023,12,10,83.3,5.8,4.6,4.4,5,5,5
31401 02,31401,2,Interpersonal Dynamics,Darryl,Pure,Winter 2023,12,8,66.7,5.3,4.9,4.9,5,4.9,4.9
35210 01,35210,1,International Corporate Finance,Raghuram G,Rajan,Winter 2023,33,9,27.3,7.8,5,4.9,4.9,4.8,4.9
35210 02,35210,2,International Corporate Finance,Raghuram G,Rajan,Winter 2023,31,21,67.7,5.6,4.7,4.9,4.6,4.4,4.8
35210 81,35210,81,International Corporate Finance,Raghuram G,Rajan,Winter 2023,30,18,60,7.2,4.8,4.7,4.6,4.5,4.7
31401 85,31401,85,Interpersonal Dynamics,Elizabeth,Raphling,Winter 2023,8,7,87.5,3.9,4.4,4.4,4.4,4.3,4.4
34206 01,34206,1,"Women As CEOs, Entrepreneurs, Investors, Executives & Directors",Alyssa,Rapp,Winter 2023,59,35,59.3,2.6,3.7,3.6,3.6,3.5,3.3
38901 50,38901,50,Current Topics in Behavioral Science I,Jane,Risen,Winter 2023,11,8,72.7,6,5,5,4.9,4.9,5
34103 85,34103,85,Building the New Venture,Daniel,Sachs,Winter 2023,35,18,51.4,4.7,4.7,4.7,4.5,4.3,4.4
36106 01,36106,1,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2023,31,18,58.1,6.8,4.6,4.3,4.6,4.2,4.2
36106 81,36106,81,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2023,37,20,54.1,7.2,4.5,4.5,4.6,4.5,4.4
36106 85,36106,85,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2023,42,31,73.8,6.8,4.3,4.1,4.5,4.3,4.3
30122 01,30122,1,Deal Structuring and Financial Reporting Implications,Haresh B,Sapra,Winter 2023,43,28,65.1,9.1,4,3.5,4.5,4,3.4
34102 01,34102,1,New Venture Strategy,James,Schrager,Winter 2023,32,11,34.4,3.5,4.7,4.5,4.5,4.4,4.5
34102 85,34102,85,New Venture Strategy,James,Schrager,Winter 2023,36,12,33.3,3.5,4.4,4.3,4.6,4.4,4.3
34208 81,34208,81,Outperform & Outlast:  Operating and Investing in Closely Held Businesses,Jamie,Shah,Winter 2023,51,29,56.9,2.8,4.2,4.3,3.9,3.4,3.8
41100 01,41100,1,Applied Regression Analysis,Ekaterina,Smetanina,Winter 2023,7,6,85.7,4.8,4.2,3.8,4,3.8,3.8
41100 02,41100,2,Applied Regression Analysis,Ekaterina,Smetanina,Winter 2023,29,15,51.7,4.7,4.1,3.3,3.6,3.7,3.5
41100 81,41100,81,Applied Regression Analysis,Ekaterina,Smetanina,Winter 2023,15,11,73.3,5.6,4.6,4.6,5,4.9,4.5
31404 85,31404,85,Leadership Lab,Betsy,Sobiech,Winter 2023,18,15,83.3,3.5,4.9,4.9,4.8,4.8,4.8
31401 03,31401,3,Interpersonal Dynamics,Lisa,Stefanac,Winter 2023,12,6,50,3.5,4.8,5,5,5,5
31401 81,31401,81,Interpersonal Dynamics,Lisa,Stefanac,Winter 2023,12,8,66.7,4.9,4.9,5,5,5,5
37000 81,37000,81,Marketing Strategy,Avner,Strulov-Shlain,Winter 2023,17,8,47.1,5.9,4.4,4.4,4.5,3.8,4
34904 50,34904,50,Corporate Finance II,Amir,Sufi,Winter 2023,11,5,45.5,12.4,5,5,5,5,5
35214 01,35214,1,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2023,62,36,58.1,4.3,4.8,4.7,4.7,4.6,4.6
35214 85,35214,85,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2023,49,24,49,4.2,4.9,4.8,4.6,4.6,4.8
37000 01,37000,1,Marketing Strategy,Abigail,Sussman,Winter 2023,62,35,56.5,3.1,4.3,3.8,3.7,3.4,3.6
37000 02,37000,2,Marketing Strategy,Abigail,Sussman,Winter 2023,53,26,49.1,3.9,4.3,4,3.9,3.5,3.9
31403 01,31403,1,Leadership Studio,Nancy,Tennant,Winter 2023,31,13,41.9,3.6,4.7,4.5,4.2,4.2,4.1
31403 81,31403,81,Leadership Studio,Nancy,Tennant,Winter 2023,28,18,64.3,4,4.6,4.7,4.5,4.1,4.3
33700 50,33700,50,Multivariate Time Series Analysis,Ruey-Shiong,Tsay,Winter 2023,7,5,71.4,8.6,4.4,4.4,4.6,4.4,4.2
37107 01,37107,1,Experimental Marketing,Oleg,Urminsky,Winter 2023,15,9,60,4.4,4.1,3.7,4.3,3.9,3.9
37107 81,37107,81,Experimental Marketing,Oleg,Urminsky,Winter 2023,37,20,54.1,4.9,4.5,4.6,4.4,4.1,4.2
31002 81,31002,81,Leadership Exploration and Development,Robert Ward,Vishny,Winter 2023,58,25,43.1,2,4.5,4.2,4.2,4,4
40110 01,40110,1,Managing Service Operations,Amy,Ward,Winter 2023,39,32,82.1,4.1,4.1,3.9,3.8,3.5,3.6
40110 81,40110,81,Managing Service Operations,Amy,Ward,Winter 2023,39,23,59,4.3,4,4.1,4.1,3.7,3.7
40110 85,40110,85,Managing Service Operations,Amy,Ward,Winter 2023,16,12,75,4.2,4.7,4.7,4.8,4.7,4.7
30121 01,30121,1,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2023,65,51,78.5,4.1,4.6,4.7,4.7,4.5,4.7
30121 02,30121,2,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2023,59,43,72.9,4,4.6,4.7,4.7,4.6,4.6
30121 81,30121,81,Accounting for Entrepreneurship:  From Start Up to IPO,Ira,Weiss,Winter 2023,61,45,73.8,4.5,4.6,4.6,4.6,4.6,4.6
38101 81,38101,81,Persuasion: Effective Business Communication,Hal,Weitzman,Winter 2023,36,20,55.6,3.1,4.6,4.8,4.8,4.6,4.4
42129 81,42129,81,The Political Economy of Climate Change,Christopher,Wheat,Winter 2023,51,38,74.5,3.8,4.5,4.7,4.3,4.2,4.2
38001 01,38001,1,Managing in Organizations,Bernd,Wittenbrink,Winter 2023,20,10,50,2.9,4.2,4.1,3.5,3.2,3.3
38001 02,38001,2,Managing in Organizations,Bernd,Wittenbrink,Winter 2023,32,24,75,3.5,4.3,4.2,4.2,3.8,3.7
38001 85,38001,85,Managing in Organizations,Bernd,Wittenbrink,Winter 2023,35,30,85.7,3.3,4.6,4.6,4.7,4.6,4.6
40000 03,40000,3,Operations Management: Business Process Fundamentals,Linwei,Xin,Winter 2023,57,25,43.9,4.1,3.7,3.8,3.9,3.7,3.4
40000 04,40000,4,Operations Management: Business Process Fundamentals,Linwei,Xin,Winter 2023,56,34,60.7,3.3,3.6,3.5,3.7,3.2,3.3
40000 81,40000,81,Operations Management: Business Process Fundamentals,Linwei,Xin,Winter 2023,48,21,43.8,4.1,4,3.9,3.7,3.6,3.5
41206 01,41206,1,Decoding FinTech,Dacheng,Xiu,Winter 2023,57,28,49.1,2.8,3.8,3.2,3.5,3,3.1
41206 81,41206,81,Decoding FinTech,Dacheng,Xiu,Winter 2023,32,12,37.5,3,3.9,3.7,3.9,3.4,3.8
41902 50,41902,50,Statistical Inference,Dacheng,Xiu,Winter 2023,13,9,69.2,9.1,3.8,3.6,4.2,3.8,3.6
40000 01,40000,1,Operations Management: Business Process Fundamentals,Yuan,Zhong,Winter 2023,11,8,72.7,4.3,4.8,4.9,4.5,4.4,4.6
40000 85,40000,85,Operations Management: Business Process Fundamentals,Yuan,Zhong,Winter 2023,8,6,75,5,4.3,4.7,4.5,4.3,4.5
36330 50,36330,50,New Developments in Public Finance,Eric,Zwick,Winter 2023,17,8,47.1,7.1,4.8,4.4,4.5,4.4,4.4
30131 01,30131,1,Adv Fin Analysis & Valuation,Christian,Leuz,Winter 2024,64,32,50,6.2,4.8,4.8,4.8,4.7,4.8
30131 02,30131,2,Adv Fin Analysis & Valuation,Christian,Leuz,Winter 2024,61,38,62.3,6.6,4.8,4.7,4.8,4.6,4.7
30131 81,30131,81,Adv Fin Analysis & Valuation,Christian,Leuz,Winter 2024,54,33,61.1,7,4.7,4.8,4.7,4.7,4.7
35150 01,35150,1,Advanced Investments,Stefan,Nagel,Winter 2024,23,16,69.6,7.3,4.6,4.6,4.7,4.6,4.6
35150 85,35150,85,Advanced Investments,Stefan,Nagel,Winter 2024,24,14,58.3,5.6,4.6,4.6,4.6,4.5,4.5
41100 01,41100,1,Applied Regression Analysis,Dacheng,Xiu,Winter 2024,32,12,37.5,5.8,4.5,4.7,4.6,4.3,4.5
41100 81,41100,81,Applied Regression Analysis,Dacheng,Xiu,Winter 2024,50,27,54,6,4.2,4.1,4.4,4.1,4.2
37209 81,37209,81,Brand Management in a Digital Age,Thomas,Hafen,Winter 2024,64,40,62.5,3.4,4.6,4.7,4.5,4.4,4.5
34103 01,34103,1,Building the New Venture,Jennifer,Fried,Winter 2024,25,14,56,5.8,4.1,3.9,4,3.6,3.5
34103 81,34103,81,Building the New Venture,Scott,Metcalf,Winter 2024,39,13,33.3,4.2,4.5,4.2,4.2,3.8,3.9
33112 01,33112,1,Business in Historical Perspective,Richard,Hornbeck,Winter 2024,62,31,50,3.6,4.2,4.2,4,3.8,4.1
33112 02,33112,2,Business in Historical Perspective,Richard,Hornbeck,Winter 2024,61,23,37.7,3.7,4.3,3.7,4.2,4,4.1
33112 85,33112,85,Business in Historical Perspective,Richard,Hornbeck,Winter 2024,58,25,43.1,3.5,4.1,4.1,4.1,3.8,4.1
41000 01,41000,1,Business Statistics,Nikhyl,Aragam,Winter 2024,63,17,27,4.4,4.5,4.4,4.4,3.9,4.1
41000 02,41000,2,Business Statistics,Nikhyl,Aragam,Winter 2024,48,19,39.6,4.3,4.1,3.9,4.3,3.6,3.8
41000 03,41000,3,Business Statistics,Tengyuan,Liang,Winter 2024,64,31,48.4,3.7,3.8,3.8,3.9,3.4,3.5
41000 81,41000,81,Business Statistics,Tengyuan,Liang,Winter 2024,59,26,44.1,5.1,3.8,3.9,4.2,3.7,3.9
41000 85,41000,85,Business Statistics,Nikhyl,Aragam,Winter 2024,18,5,27.8,5.2,3.8,3.4,3,3,3.2
33471 01,33471,1,"Business, Politics, and Ethics",Brian,Barry,Winter 2024,42,11,26.2,5.4,4.3,4.5,4.2,3.8,4
33471 02,33471,2,"Business, Politics, and Ethics",Brian,Barry,Winter 2024,41,13,31.7,3.2,3.9,4.3,4,3.8,4.2
33471 81,33471,81,"Business, Politics, and Ethics",Brian,Barry,Winter 2024,40,18,45,4.9,4.4,4.7,4.6,4.3,4.3
38128 01,38128,1,Citizenship,John,Rollert,Winter 2024,25,16,64,5.3,4.9,4.9,4.8,4.8,4.6
42001 01,42001,1,Competitive Strategy,Eric,Budish,Winter 2024,63,21,33.3,4.7,4.2,4,4,3.8,3.9
42001 02,42001,2,Competitive Strategy,Eric,Budish,Winter 2024,32,14,43.8,4.4,4.5,4.4,4,3.6,3.6
42001 03,42001,3,Competitive Strategy,Milena,Almagro Garcia,Winter 2024,49,28,57.1,4.8,3.7,3.9,3.9,3.7,3.8
42001 81,42001,81,Competitive Strategy,Milena,Almagro Garcia,Winter 2024,46,27,58.7,4.6,4.3,4.4,4.3,4,4.1
37101 01,37101,1,Consumer Behavior,Daniel,Bartels,Winter 2024,63,21,33.3,3.6,4.3,4.3,4.1,3.9,3.8
37101 02,37101,2,Consumer Behavior,Daniel,Bartels,Winter 2024,61,29,47.5,3.2,4.4,4.8,4.4,4.1,4.4
37101 81,37101,81,Consumer Behavior,Daniel,Bartels,Winter 2024,62,29,46.8,3.7,4.3,4.3,4.1,3.8,4
35207 01,35207,1,Consumer Finance,Scott,Nelson,Winter 2024,55,44,80,3.2,4.7,4.5,4.5,4.2,4.4
35207 02,35207,2,Consumer Finance,Scott,Nelson,Winter 2024,59,44,74.6,3.5,4.2,4.2,4.2,3.7,3.9
35207 85,35207,85,Consumer Finance,Scott,Nelson,Winter 2024,34,29,85.3,4.2,4.6,4.8,4.6,4.6,4.7
42108 01,42108,1,Corporate Governance,Dennis,Chookaszian,Winter 2024,62,27,43.5,4.2,4.4,4.6,4.7,4.5,4.7
42108 81,42108,81,Corporate Governance,Dennis,Chookaszian,Winter 2024,65,30,46.2,4,4.3,4.6,4.4,4.3,4.5
35200 01,35200,1,Corporation Finance,Anil K,Kashyap,Winter 2024,49,40,81.6,6.7,3.2,3.3,3.7,3.3,3
35200 02,35200,2,Corporation Finance,Anil K,Kashyap,Winter 2024,14,12,85.7,9.9,2.8,3.3,3.9,3.6,3.5
35200 85,35200,85,Corporation Finance,Anil K,Kashyap,Winter 2024,25,22,88,7.8,3.2,3.5,4.1,3.8,3.6
30001 01,30001,1,Cost Analysis and Internal Controls,Anna,Costello,Winter 2024,44,17,38.6,4,4.8,4.8,4.6,4.5,4.6
30001 02,30001,2,Cost Analysis and Internal Controls,Anna,Costello,Winter 2024,63,22,34.9,4.4,4.6,4.2,4,3.9,3.9
30001 85,30001,85,Cost Analysis and Internal Controls,Anna,Costello,Winter 2024,32,18,56.3,5,4.9,4.7,4.8,4.6,4.7
42708 01,42708,1,CSR Practicum,Caroline,Grossman,Winter 2024,18,13,72.2,5.5,4.8,4.7,4.4,4.4,4.3
32100 01,32100,1,Data Analysis with R and Python,Haihao,Lu,Winter 2024,34,21,61.8,4.3,4.6,4.6,4.7,4.6,4.6
32100 02,32100,2,Data Analysis with R and Python,Haihao,Lu,Winter 2024,32,19,59.4,4.3,4.6,4.4,4.8,4.5,4.5
32100 81,32100,81,Data Analysis with R and Python,Haihao,Lu,Winter 2024,31,14,45.2,4.2,4.2,3.8,4.4,4.4,3.9
41918 50,41918,50,"Data, Learning, and Algorithms",Tengyuan,Liang,Winter 2024,10,7,70,4.9,4.9,4.9,5,4.9,4.9
35214 01,35214,1,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2024,64,42,65.6,4.4,5,4.9,4.9,4.8,4.9
35214 81,35214,81,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2024,64,25,39.1,4,4.6,4.4,4.5,4.2,4.4
38119 01,38119,1,Designing a Good Life,Nicholas,Epley,Winter 2024,65,32,49.2,3.9,4.4,4.3,3.8,3.6,3.6
38119 02,38119,2,Designing a Good Life,Nicholas,Epley,Winter 2024,65,33,50.8,3.5,4.6,4.4,4.2,3.9,4
38119 81,38119,81,Designing a Good Life,Nicholas,Epley,Winter 2024,64,36,56.3,3.9,4.6,4.6,4.3,4.1,4
34101 01,34101,1,Entrepreneurial Finance and Private Equity,Scott F,Meadow,Winter 2024,65,22,33.8,7.9,4.3,4.6,4.6,4.4,4.5
34101 85,34101,85,Entrepreneurial Finance and Private Equity,Scott F,Meadow,Winter 2024,64,24,37.5,11.3,4.7,4.8,4.8,4.8,4.9
34302 01,34302,1,Entrepreneurship through Acquisition,Brian,O'Connor,Winter 2024,65,29,44.6,4.6,4.7,4.7,4.6,4.5,4.6
34302 01,34302,1,Entrepreneurship through Acquisition,Mark,Agnew,Winter 2024,65,29,44.6,4.6,4.7,4.7,4.6,4.5,4.6
38115 85,38115,85,Ethics of Business,John,Rollert,Winter 2024,52,29,55.8,5.1,4.9,4.9,4.8,4.8,4.7
37107 01,37107,1,Experimental Marketing,Oleg,Urminsky,Winter 2024,11,5,45.5,5.8,4.6,4.6,4.6,4,4
37107 81,37107,81,Experimental Marketing,Oleg,Urminsky,Winter 2024,9,6,66.7,4.3,4.7,4.8,4.5,4.3,4
30000 01,30000,1,Financial Accounting,Rimmy,Tomy,Winter 2024,53,23,43.4,3.9,4.3,4.3,4.4,4,4.2
30000 02,30000,2,Financial Accounting,Rimmy,Tomy,Winter 2024,64,27,42.2,3.6,4.4,4.1,4.4,4.2,4
30000 81,30000,81,Financial Accounting,Rimmy,Tomy,Winter 2024,56,33,58.9,4.9,4.1,4.3,4.5,4.3,4.2
30000 85,30000,85,Financial Accounting,Wendy,Heltzer,Winter 2024,30,12,40,5.6,4.6,4.2,4.7,4.5,4.7
41203 81,41203,81,Financial Econometrics,Jeffrey R,Russell,Winter 2024,41,23,56.1,7,4.4,4.2,4.6,4.3,4.1
35100 81,35100,81,Financial Instruments,John,Heaton,Winter 2024,19,8,42.1,13.4,3.9,4,4.1,4.1,4
30130 01,30130,1,Financial Statement Analysis,Michael,Minnis,Winter 2024,58,25,43.1,4.3,4.4,4.5,4.6,4.3,4.4
30130 02,30130,2,Financial Statement Analysis,Michael,Minnis,Winter 2024,64,25,39.1,4.6,4.5,4.5,4.6,4.3,4.6
30130 81,30130,81,Financial Statement Analysis,Michael,Minnis,Winter 2024,62,29,46.8,4.6,4.3,4.5,4.5,4.4,4.3
34715 01,34715,1,Hacking For Defense,Thomas,Gossin-Wilson,Winter 2024,32,26,81.3,12.3,4.3,4.5,4.2,4,3.9
34715 01,34715,1,Hacking For Defense,M. Todd,Henderson,Winter 2024,32,26,81.3,12.3,4,4.3,4.2,4,3.9
40721 01,40721,1,Healthcare Analytics Lab,Daniel,Adelman,Winter 2024,16,9,56.3,13.7,3.8,4.3,4.4,4.3,3.9
40206 01,40206,1,Healthcare Business Analytics,Daniel,Adelman,Winter 2024,33,11,33.3,6.5,4.5,4.4,4.5,4.3,4.2
40206 81,40206,81,Healthcare Business Analytics,Daniel,Adelman,Winter 2024,33,14,42.4,6.4,3.9,3.8,4,3.9,3.9
33502 01,33502,1,International Financial Policy,Rohan,Kekre,Winter 2024,55,32,58.2,4.2,4.6,4.6,4.5,4.4,4.5
33502 02,33502,2,International Financial Policy,Rohan,Kekre,Winter 2024,47,22,46.8,4.4,4.5,4.5,4.7,4.5,4.5
33502 81,33502,81,International Financial Policy,Rohan,Kekre,Winter 2024,37,23,62.2,3.9,4.6,4.6,4.7,4.6,4.6
31401 01,31401,1,Interpersonal Dynamics,Darryl,Pure,Winter 2024,12,10,83.3,5.2,4.5,4.4,4.6,4.6,4.6
31401 02,31401,2,Interpersonal Dynamics,Darryl,Pure,Winter 2024,12,5,41.7,4.6,4,4.4,4.6,4.2,4
31401 03,31401,3,Interpersonal Dynamics,Lisa,Stefanac,Winter 2024,12,5,41.7,4.8,4.8,4.8,5,5,5
31401 04,31401,4,Interpersonal Dynamics,Christine,Carpenter,Winter 2024,11,11,100,4.4,4.6,4.7,5,4.8,4.5
31401 05,31401,5,Interpersonal Dynamics,Christine,Carpenter,Winter 2024,12,12,100,3.8,4.9,5,5,4.8,4.8
31401 06,31401,6,Interpersonal Dynamics,Elizabeth,Raphling,Winter 2024,12,6,50,3.5,4.5,4.2,4.8,4.8,4.8
31401 81,31401,81,Interpersonal Dynamics,Lisa,Stefanac,Winter 2024,12,9,75,3.9,4.9,4.9,5,5,5
31401 82,31401,82,Interpersonal Dynamics,Elizabeth,Raphling,Winter 2024,11,7,63.6,5.3,4.9,4.9,5,4.9,4.7
31401 83,31401,83,Interpersonal Dynamics,Hugh,Cole,Winter 2024,12,7,58.3,6,4.7,4.7,4.9,4.9,4.9
31401 84,31401,84,Interpersonal Dynamics,Richard,Volden,Winter 2024,12,12,100,4.9,4.9,4.9,4.9,4.9,4.9
34502 1,34502,1,Intro to Venture Capital: A Toolkit for Analyzing and Financing Startups,Scott F,Meadow,Winter 2024,37,16,43.2,2.1,4.4,4.6,4.6,4.6,4.7
35000 01,35000,1,Investments,Ian,Dew-Becker,Winter 2024,63,35,55.6,3.9,4.3,4.3,4.3,4,4.1
35000 02,35000,2,Investments,Ian,Dew-Becker,Winter 2024,63,30,47.6,4.2,4.5,4.4,4.3,4,4.1
35000 85,35000,85,Investments,Ian,Dew-Becker,Winter 2024,60,26,43.3,4.1,4.6,4.6,4.5,4.3,4.5
37201 01,37201,1,Lab in Developing New Products and Services,Arthur,Middlebrooks,Winter 2024,24,20,83.3,7.8,4.4,4.4,4.5,4.3,4.2
37201 81,37201,81,Lab in Developing New Products and Services,Arthur,Middlebrooks,Winter 2024,24,21,87.5,8.8,4.7,4.8,4.7,4.6,4.4
34709 01,34709,1,Lab to Launch,Jason,Blumberg,Winter 2024,25,10,40,7.8,4.7,4.7,4.8,4.9,4.8
34709 01,34709,1,Lab to Launch,Keith,Crandell,Winter 2024,25,10,40,7.8,4.7,4.9,4.8,4.9,4.8
31002 81,31002,81,Leadership Exploration and Development,Robert Ward,Vishny,Winter 2024,65,44,67.7,2.4,4.3,4.1,4,3.6,3.8
31404 01,31404,1,Leadership Lab,Christopher,Collins,Winter 2024,32,15,46.9,3.1,4.8,4.7,4.9,4.6,4.7
31403 01,31403,1,Leadership Studio,Harry L,Davis,Winter 2024,30,26,86.7,5,4.5,4.4,4.2,4.1,4
31403 01,31403,1,Leadership Studio,Nancy,Tennant,Winter 2024,30,26,86.7,5,4.4,4.3,4.2,4.1,4
31403 81,31403,81,Leadership Studio,Harry L,Davis,Winter 2024,27,26,96.3,4.4,4.8,4.8,4.7,4.2,4.2
31403 81,31403,81,Leadership Studio,Nancy,Tennant,Winter 2024,27,26,96.3,4.4,4.7,4.7,4.7,4.2,4.2
33050 01,33050,1,Macroeconomics and the Business Environment,Elisa,Rubbo,Winter 2024,52,27,51.9,6.3,3.7,3.7,3.9,3.9,3.6
33050 85,33050,85,Macroeconomics and the Business Environment,Elisa,Rubbo,Winter 2024,61,28,45.9,7.7,3,2.6,3.6,3.1,2.8
36106 01,36106,1,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2024,41,17,41.5,6.1,4.2,3.9,4.3,3.7,3.8
36106 81,36106,81,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2024,37,19,51.4,7.9,4,3.7,4,3.7,3.6
36106 85,36106,85,Managerial Decision Modeling,Burhaneddin,Sandikci,Winter 2024,26,10,38.5,8.4,4.3,4.4,4.6,4.2,4.1
38001 01,38001,1,Managing in Organizations,Bernd,Wittenbrink,Winter 2024,53,23,43.4,2.9,3.7,3,3.3,2.7,2.8
38001 02,38001,2,Managing in Organizations,Bernd,Wittenbrink,Winter 2024,57,27,47.4,3.1,3.2,2.8,3.2,2.8,2.7
38001 81,38001,81,Managing in Organizations,Bernd,Wittenbrink,Winter 2024,50,30,60,3.5,4.2,4.1,4.4,3.8,3.9
33503 01,33503,1,Managing the Firm in the Global Economy,Jonathan,Dingel,Winter 2024,63,28,44.4,4.2,4.4,4.3,4.1,4,4
33503 02,33503,2,Managing the Firm in the Global Economy,Jonathan,Dingel,Winter 2024,65,29,44.6,3.8,4.4,4.1,4.1,3.8,3.8
33503 85,33503,85,Managing the Firm in the Global Economy,Jonathan,Dingel,Winter 2024,60,25,41.7,4.2,4.1,4.1,4,3.8,3.9
